18.0,1.5
18.0,1.5
18.0,1.5
18.0,1.5
24.0,2.2
24.0,2.2
12.0,0.9
12.0,0.9
24.0,2.6
24.0,2.6
24.0,2.6
24.0,2.6
30.0,3.4
30.0,3.4
30.0,3.4
30.0,3.4
30.0,3.4
36.0,4.3
36.0,4.3
36.0,4.3
36.0,4.3
42.0,4.9
42.0,4.9
48.0,5.6
48.0,5.6
54.0,6.2
54.0,6.2
54.0,6.2
54.0,6.2
66.0,7.5
66.0,7.5
72.0,8.0
72.0,8.0
72.0,8.0
72.0,8.0
84.0,9.1
84.0,9.1
102.0,11.6
102.0,11.6
102.0,11.6
102.0,11.6
102.0,11.6
102.0,11.6
108.0,12.8
108.0,12.8
114.0,14.0
114.0,14.0
126.0,16.6
126.0,16.6
126.0,16.6
126.0,16.6
132.0,17.8
138.0,19.2
138.0,19.2
144.0,20.3
144.0,20.3
144.0,20.3
144.0,20.3
144.0,20.3
144.0,20.3
150.0,21.5
150.0,21.5
162.0,23.9
162.0,23.9
162.0,23.9
162.0,23.9
162.0,23.9
162.0,23.9
168.0,25.0
168.0,25.0
168.0,25.0
168.0,25.0
168.0,25.0
168.0,25.0
180.0,27.1
180.0,27.1
180.0,27.1
180.0,27.1
186.0,28.1
186.0,28.1
192.0,29.3
192.0,29.3
192.0,29.3
198.0,30.3
198.0,30.3
204.0,31.5
204.0,31.5
204.0,31.5
204.0,31.5
204.0,31.5
204.0,31.5
204.0,31.5
204.0,31.5
210.0,32.7
216.0,33.8
216.0,33.8
222.0,35.2
222.0,35.2
228.0,36.3
228.0,36.3
228.0,36.3
228.0,36.3
234.0,37.7
234.0,37.7
234.0,37.7
234.0,37.7
234.0,37.7
234.0,37.7
234.0,37.7
234.0,37.7
240.0,39.0
240.0,39.0
240.0,39.0
240.0,39.0
246.0,40.2
246.0,40.2
246.0,40.2
246.0,40.2
252.0,41.4
252.0,41.4
258.0,42.7
258.0,42.7
258.0,42.7
258.0,42.7
264.0,44.1
264.0,44.1
270.0,45.5
270.0,45.5
270.0,45.5
270.0,45.5
270.0,45.5
270.0,45.5
276.0,46.9
282.0,47.7
282.0,47.7
282.0,47.7
282.0,47.7
282.0,47.7
282.0,47.7
282.0,47.7
282.0,47.7
288.0,49.0
288.0,49.0
288.0,49.0
288.0,49.0
288.0,49.0
288.0,49.0
294.0,50.2
294.0,50.2
294.0,50.2
294.0,50.2
294.0,50.2
294.0,50.2
300.0,51.7
300.0,51.7
306.0,53.0
306.0,53.0
306.0,53.0
306.0,53.0
312.0,54.4
312.0,54.4
324.0,57.0
324.0,57.0
324.0,57.0
324.0,57.0
324.0,57.0
324.0,57.0
324.0,57.0
324.0,57.0
330.0,58.3
330.0,58.3
330.0,58.3
330.0,58.3
330.0,58.3
330.0,58.3
330.0,58.3
330.0,58.3
330.0,58.3
330.0,58.3
336.0,59.7
336.0,59.7
336.0,59.7
336.0,59.7
336.0,59.7
336.0,59.7
342.0,61.2
342.0,61.2
342.0,61.2
342.0,61.2
342.0,61.2
342.0,61.2
342.0,61.2
342.0,61.2
342.0,61.2
348.0,62.4
348.0,62.4
348.0,62.4
348.0,62.4
354.0,63.7
354.0,63.7
354.0,63.7
354.0,63.7
360.0,64.9
360.0,64.9
366.0,66.4
366.0,66.4
366.0,66.4
366.0,66.4
372.0,67.5
372.0,67.5
372.0,67.5
372.0,67.5
372.0,67.5
372.0,67.5
372.0,67.5
372.0,67.5
372.0,67.5
372.0,67.5
372.0,67.5
372.0,67.5
378.0,68.6
378.0,68.6
378.0,68.7
378.0,68.7
384.0,70.1
384.0,70.1
384.0,70.1
384.0,70.2
384.0,70.2
384.0,70.2
390.0,71.7
390.0,71.7
390.0,71.7
390.0,71.7
402.0,74.6
402.0,74.6
402.0,74.6
402.0,74.6
402.0,74.6
402.0,74.6
408.0,76.0
408.0,76.0
408.0,76.0
408.0,76.0
414.0,77.1
414.0,77.1
414.0,77.1
414.0,77.1
420.0,78.1
420.0,78.1
420.0,78.1
420.0,78.1
450.0,83.3
450.0,83.3
456.0,84.6
456.0,84.6
456.0,84.6
456.0,84.6
468.0,86.1
468.0,86.1
468.0,86.1
468.0,86.1
468.0,86.1
480.0,88.0
480.0,88.0
480.0,88.0
480.0,88.0
486.0,89.0
486.0,89.0
486.0,89.0
486.0,89.0
486.0,89.0
486.0,89.0
498.0,90.5
504.0,91.4
504.0,91.4
504.0,91.4
504.0,91.4
510.0,92.6
510.0,92.6
516.0,93.9
516.0,93.9
522.0,95.0
522.0,95.0
528.0,96.2
534.0,97.4
534.0,97.4
540.0,98.5
540.0,98.5
